URL,UR,Traffic,Traffic value,Referring domains,Keywords,Top keyword,Top keyword: Country,Top keyword: Volume,Top keyword: Position
https://oysterlink.com/salary-calculator/48-dollar-per-hour/,5,684,5.26,0,60,48 hourly to salary,United States,400,1
https://oysterlink.com/salary-calculator/39-dollar-per-hour/,5,633,0.13,0,64,how much is 39 dollars an hour annually,United States,450,5
https://oysterlink.com/salary-calculator/44-dollar-per-hour/,5,617,799.44,0,53,44 an hour is how much a year,United States,2500,5
https://oysterlink.com/salary-calculator/47-dollar-per-hour/,5,602,,0,44,47 per hour annual salary,United States,400,1
https://oysterlink.com/salary-calculator/130k-a-year-is-how-much-an-hour/,0,600,0.01,0,79,130k a year is how much an hour,United States,1100,5
https://oysterlink.com/salary-calculator/35-an-hour-is-how-much-a-year/,0,597,74.26,0,166,what is $35 an hour annually,United States,1600,6
https://oysterlink.com/salary-calculator/65-hourly-to-salary/,0,595,0,0,65,65 hourly to salary,United States,800,6
https://oysterlink.com/spotlight/how-many-restaurants-does-lisa-vanderpump-own/,0,590,85.92,1,49,lisa vanderpump restaurants,United States,3300,6
https://oysterlink.com/salary-calculator/50000-dollars-per-year/,0,574,49.73,0,180,50k a year is how much biweekly,United States,1800,5
https://oysterlink.com/salary-calculator/75000-dollar-a-year-how-much-hourly-daily-weekly-monthly/,0,572,722.58,0,153,75k a year is how much an hour,United States,7500,7
https://oysterlink.com/salary-calculator/70000-dollars-per-year/,0,559,15.94,0,143,"$70,000 a year is how much biweekly",United States,1300,4
https://oysterlink.com/salary-calculator/43-dollar-per-hour/,5,541,,0,50,how much is 43 dollars an hour annually,United States,1000,6
https://oysterlink.com/salary-calculator/18-5-dollar-per-hour/,5,525,0,0,137,what is 18.50 an hour annually,United States,300,1
https://oysterlink.com/salary-calculator/90-an-hour-is-how-much-a-year/,0,523,28.16,0,53,$90 an hour is how much a year,United States,900,4
https://oysterlink.com/salary-calculator/80k-a-year-is-how-much-a-month/,0,511,0,0,61,80k a year is how much a month,United States,1900,6
https://oysterlink.com/salary-calculator/14-dollar-per-hour/,5,510,0.48,0,158,$14 an hour is how much a month,United States,350,6
https://oysterlink.com/salary-calculator/41-dollar-per-hour/,5,501,28.95,0,38,41 an hour is how much a year,United States,2400,5
https://oysterlink.com/salary-calculator/90k-is-how-much-an-hour/,0,488,329.44,0,97,90 000 salary to hourly,United States,300,1
https://oysterlink.com/salary-calculator/90k-a-year-is-how-much-an-hour/,0,484,1122.97,0,60,90000 a year is how much an hour,United States,3600,5
https://oysterlink.com/salary-calculator/46-dollar-per-hour/,5,483,0.03,0,46,$46 an hour is how much a year,United States,900,5
https://oysterlink.com/salary-calculator/how-much-is-68000-a-year-per-hour/,0,477,156.22,0,66,how much is 68000 a year per hour,United States,500,6
https://oysterlink.com/salary-calculator/65000-dollars-per-year/,0,468,140.74,0,129,65k a year is how much biweekly,United States,800,5
https://oysterlink.com/salary-calculator/53-an-hour-is-how-much-a-year/,0,465,,0,32,53 an hour is how much a year,United States,1800,4
https://oysterlink.com/salary-calculator/how-much-is-52k-a-year-hourly/,0,457,80.99,0,92,52000 a year is how much an hour,United States,6500,7
https://oysterlink.com/salary-calculator/50000-a-year-is-how-much-an-hour/,0,447,3.89,0,68,50k a year is how much an hour,United States,14000,8
https://oysterlink.com/salary-calculator/50k-a-year-is-how-much-an-hour/,0,444,145.14,0,142,how much is 50k a year hourly,United States,7700,8
https://oysterlink.com/salary-calculator/17-an-hour-is-how-much-a-year/,0,438,,0,60,$17 an hour is how much a year,United States,5400,1
https://oysterlink.com/salary-calculator/100k-a-year-is-how-much-an-hour/,4.5,436,284.63,2,140,100k a year is how much an hour,United States,4400,12
https://oysterlink.com/salary-calculator/how-much-is-77k-a-year-hourly/,0,432,,0,20,77k a year is how much an hour,United States,900,1
https://oysterlink.com/salary-calculator/85000-dollar-a-year-how-much-hourly-daily-weekly-monthly/,0,417,4.43,0,101,85k a year is how much an hour,United States,4100,6
https://oysterlink.com/salary-calculator/what-is-53k-a-year-hourly/,0,407,1.23,0,70,what is 53 000 a year hourly,United States,150,1
https://oysterlink.com/salary-calculator/what-is-70k-a-year-hourly/,0,406,517.82,0,154,what is 70k a year hourly,United States,2400,10
https://oysterlink.com/salary-calculator/17-5-dollar-per-hour/,5,405,0.01,0,88,17.50 an hour is how much a year,United States,5300,5
https://oysterlink.com/salary-calculator/4000-dollars-per-month/,5,405,0,0,66,4k a month is how much a year,United States,1900,9
https://oysterlink.com/salary-calculator/63k-salary-hourly/,0,404,7.23,0,40,63k a year is how much an hour,United States,1300,1
https://oysterlink.com/salary-calculator/140k-a-year-is-how-much-an-hour/,0,404,,0,36,140k a year is how much an hour,United States,1700,5
https://oysterlink.com/salary-calculator/55000-dollars-per-year/,0,404,0.45,0,134,55 000 a year is how much a month,United States,250,1
https://oysterlink.com/salary-calculator/how-much-is-80-an-hour-a-year/,0,400,0.01,0,76,80 an hour is how much a year,United States,2300,7
https://oysterlink.com/spotlight/places-that-hire-at-15/,0,399,147.85,1,139,places that hire at 15,United States,8900,14
https://oysterlink.com/spotlight/how-many-restaurants-does-nyc-have/,4.9,397,44.08,6,25,how many restaurants in nyc,United States,1100,1
https://oysterlink.com/salary-calculator/21-5-dollar-per-hour/,6,391,0,0,43,$21.50 an hour is how much a year,United States,300,1
https://oysterlink.com/salary-calculator/17-dollar-per-hour/,5,391,9.41,0,197,$17 an hour is how much biweekly,United States,150,4
https://oysterlink.com/salary-calculator/57-an-hour-is-how-much-a-year/,0,388,,0,26,57 an hour is how much a year,United States,800,4
https://oysterlink.com/salary-calculator/60k-a-year-is-how-much-an-hour/,0,387,616.23,0,93,60k a year is how much an hour,United States,17000,11
https://oysterlink.com/salary-calculator/19-5-dollar-per-hour/,5,379,0,0,67,19.50 an hour is how much a year,United States,3000,5
https://oysterlink.com/salary-calculator/75k-a-year-is-how-much-an-hour/,0,377,995.47,0,85,75000 a year is how much an hour,United States,8800,9
https://oysterlink.com/salary-calculator/85000-dollars-per-year/,0,374,1.31,0,95,85k a year is how much biweekly,United States,900,5
https://oysterlink.com/salary-calculator/90000-dollars-per-year/,0,370,69.17,0,94,90k a year is how much biweekly,United States,900,4
https://oysterlink.com/salary-calculator/62000-dollars-per-year/,0,369,35.68,0,61,62000 a year is how much an hour,United States,3900,6
https://oysterlink.com/salary-calculator/60000-dollars-per-year/,0,368,1.32,1,102,60k a year is how much biweekly,United States,2300,6
https://oysterlink.com/salary-calculator/54-an-hour-is-how-much-a-year/,0,368,,0,25,54 an hour is how much a year,United States,1300,4
https://oysterlink.com/salary-calculator/74k-a-year-is-how-much-an-hour/,0,367,0,0,31,74000 a year is how much an hour,United States,800,1
https://oysterlink.com/salary-calculator/8000-dollars-per-month/,4.8,365,,0,17,8000 a month is how much a year,United States,700,1
https://oysterlink.com/time-and-half-calculator/,16,353,250.97,14,120,time and half calculator,United States,2000,7
https://oysterlink.com/salary-calculator/58k-salary-to-hourly/,0,352,0,0,62,how much is 58000 a year per hour,United States,600,1
https://oysterlink.com/salary-calculator/70k-a-year-is-how-much-an-hour/,0,352,188.43,0,110,70000 salary to hourly,United States,3400,8
https://oysterlink.com/salary-calculator/22-5-dollar-per-hour/,6,345,0,0,54,22.50 an hour is how much a year,United States,3800,5
https://oysterlink.com/salary-calculator/36k-salary-hourly/,0,343,0,0,48,36000 a year is how much an hour,United States,2100,1
https://oysterlink.com/salary-calculator/100-an-hour-is-how-much-a-year/,0,341,3.12,0,76,how much is 100 an hour annually,United States,250,5
https://oysterlink.com/salary-calculator/85-an-hour-is-how-much-a-year/,0,339,0,0,43,$85 an hour is how much a year,United States,500,4
https://oysterlink.com/salary-calculator/49-dollar-per-hour/,5,336,58.53,0,38,49 an hour is how much a year,United States,700,5
https://oysterlink.com/salary-calculator/56000-dollars-per-year/,0,334,429.74,0,67,what is 56k a year hourly,United States,450,1
https://oysterlink.com/salary-calculator/72k-a-year-is-how-much-an-hour/,0,333,132.25,0,48,what is 72 000 a year hourly,United States,200,1
https://oysterlink.com/salary-calculator/62000-a-year-is-how-much-an-hour/,0,332,127.16,0,58,62000 salary to hourly,United States,600,6
https://oysterlink.com/spotlight/server-vs-waiter-difference/,4.9,331,32.76,1,114,bedanya waiter dan waitress,Indonesia,600,8
https://oysterlink.com/salary-calculator/1500-a-week-is-how-much-a-year/,0,327,6.08,0,25,1500 a week is how much a year,United States,1100,1
https://oysterlink.com/salary-calculator/48000-salary-to-hourly/,0,325,0.15,0,93,$48000 a year is how much an hour,United States,150,1
https://oysterlink.com/salary-calculator/65k-a-year-is-how-much-a-month/,0,325,0,0,63,65000 a year is how much a month,United States,500,1
https://oysterlink.com/salary-calculator/13-dollar-per-hour/,5,323,1.23,1,151,how much is $13 an hour 20 hours a week,United States,200,5
https://oysterlink.com/salary-calculator/51-an-hour-is-how-much-a-year/,0,313,,0,24,51 an hour is how much a year,United States,700,4
https://oysterlink.com/salary-calculator/100k-per-year-is-how-much-per-month/,0,313,0,0,67,100k a year is how much a month,United States,900,7
https://oysterlink.com/salary-calculator/57000-dollars-per-year/,0,313,,0,43,57000 a year is how much an hour,United States,4200,4
https://oysterlink.com/salary-calculator/how-much-is-65-an-hour-annually/,0,312,,0,44,how much is $65 an hour annually,United States,350,4
https://oysterlink.com/salary-calculator/80-per-hour-annual-salary/,0,308,,0,44,80 dollars an hour salary,United States,700,5
https://oysterlink.com/salary-calculator/if-you-make-60-an-hour-how-much-is-that-a-year/,0,307,,0,78,how much is 60 an hour annually,United States,1200,6
https://oysterlink.com/salary-calculator/42000-dollars-per-year/,0,306,0.28,0,125,42k a year is how much an hour,United States,3200,8
https://oysterlink.com/salary-calculator/58000-dollars-per-year/,0,301,18.48,0,60,58000 a year is how much an hour,United States,3800,6
https://oysterlink.com/salary-calculator/43000-dollars-per-year/,0,298,117.92,0,84,43000 a year is how much an hour,United States,2900,7
https://oysterlink.com/salary-calculator/75000-dollars-per-year/,0,294,58.9,1,90,75k a year is how much biweekly,United States,200,1
https://oysterlink.com/salary-calculator/52000-dollars-per-year/,0,292,256.99,0,73,"$52,000 a year is how much biweekly",United States,350,5
https://oysterlink.com/salary-calculator/how-much-is-95k-a-year-hourly/,0,288,0,9,19,how much is 95k a year hourly,United States,1100,1
https://oysterlink.com/salary-calculator/5000-dollars-per-month/,5,285,0.01,0,59,5000 a month is how much a year,United States,1500,7
https://oysterlink.com/salary-calculator/110000-dollars-per-year/,0,279,1149.67,0,56,110 000 a year is how much an hour,United States,800,5
https://oysterlink.com/salary-calculator/49000-dollars-per-year/,0,278,0,0,52,49000 salary to hourly,United States,200,1
https://oysterlink.com/salary-calculator/56-an-hour-is-how-much-a-year/,0,272,,0,11,56 an hour is how much a year,United States,800,4
https://oysterlink.com/salary-calculator/16-5-dollar-per-hour/,5,270,,0,42,16.50 an hour is how much a year,United States,3100,6
https://oysterlink.com/salary-calculator/54k-a-year-is-how-much-an-hour/,0,270,393.68,0,52,54k a year is how much an hour,United States,1200,6
https://oysterlink.com/salary-calculator/44000-dollars-per-year/,0,268,0,0,41,how much is 44k a year hourly,United States,350,1
https://oysterlink.com/salary-calculator/35000-a-year-is-how-much-an-hour/,0,266,248.56,0,142,"what is $35,000 a year hourly",United States,300,7
https://oysterlink.com/salary-calculator/67k-a-year-is-how-much-an-hour/,0,264,,0,46,67k a year is how much an hour,United States,900,6
https://oysterlink.com/salary-calculator/95k-a-year-is-how-much-an-hour/,0,262,14.34,0,44,95k a year is how much an hour,United States,1600,6
https://oysterlink.com/salary-calculator/12-dollar-per-hour/,5,261,3.43,0,131,12 hourly to salary,United States,150,1
https://oysterlink.com/salary-calculator/80k-a-year-is-how-much-a-week/,0,260,0,0,54,"$80,000 a year is how much biweekly",United States,900,6
https://oysterlink.com/spotlight/how-many-restaurants-does-michael-voltaggio-have/,4.5,255,133.66,0,19,michael voltaggio restaurants,United States,1600,5
https://oysterlink.com/salary-calculator/62-an-hour-is-how-much-a-year/,0,250,0,0,17,62 an hour is how much a year,United States,800,5
https://oysterlink.com/salary-calculator/105000-dollars-per-year/,0,249,,0,27,105k a year is how much an hour,United States,600,5
https://oysterlink.com/salary-calculator/3000-a-week-is-how-much-a-year/,0,249,0.3,0,23,3000 a week is how much a year,United States,300,1
https://oysterlink.com/salary-calculator/4000-a-month-is-how-much-an-hour/,0,247,,0,43,4000 per month is how much per hour,United States,60,1
https://oysterlink.com/salary-calculator/78000-dollars-per-year/,0,246,,0,42,78k a year is how much an hour,United States,900,6
https://oysterlink.com/salary-calculator/58-an-hour-is-how-much-a-year/,0,246,0,0,27,$58 an hour is how much a year,United States,500,5
https://oysterlink.com/salary-calculator/63-an-hour-is-how-much-a-year/,0,246,0,0,21,63 an hour is how much a year,United States,800,4
https://oysterlink.com/salary-calculator/27-5-dollar-per-hour/,6,245,0,0,50,how much is 27.50 an hour annually,United States,500,5
https://oysterlink.com/salary-calculator/57k-a-year-is-how-much-an-hour/,0,245,,0,59,what is 57000 a year hourly,United States,300,6
https://oysterlink.com/salary-calculator/66-an-hour-is-how-much-a-year/,0,244,,0,12,66 an hour is how much a year,United States,600,4
https://oysterlink.com/spotlight/how-many-restaurants-does-jet-tila-have/,0,244,16.87,0,9,jet tila restaurants,United States,2100,5
https://oysterlink.com/salary-calculator/69k-a-year-is-how-much-an-hour/,0,244,,0,21,69k a year is how much an hour,United States,1000,6
https://oysterlink.com/salary-calculator/76k-a-year-is-how-much-an-hour/,0,240,,0,24,76k a year is how much an hour,United States,600,6
https://oysterlink.com/salary-calculator/70k-a-year-is-how-much-a-month/,0,238,0,1,63,70k a year is how much a month,United States,800,7
https://oysterlink.com/salary-calculator/1200-dollar-a-week-how-much-hourly-daily-monthly-yearly/,0,237,,0,38,1200 a week is how much a year,United States,800,5
https://oysterlink.com/salary-calculator/90000-dollar-a-year-how-much-hourly-daily-weekly-monthly/,0,233,71.01,0,108,90k a year is how much a month,United States,800,8
https://oysterlink.com/salary-calculator/64k-a-year-is-how-much-an-hour/,0,231,4.89,0,48,64k a year is how much an hour,United States,1000,8
https://oysterlink.com/salary-calculator/52-an-hour-is-how-much-a-year/,0,229,,0,26,52 an hour is how much a year,United States,1500,5
https://oysterlink.com/salary-calculator/1000-dollar-a-week-how-much-hourly-daily-monthly-yearly/,0,227,0,0,39,how much is 1000 a week annually,United States,350,5
https://oysterlink.com/salary-calculator/24-5-dollar-per-hour/,6,226,0.14,0,36,$24.50 an hour is how much a year,United States,600,5
https://oysterlink.com/salary-calculator/26-5-dollar-per-hour/,6,226,186.32,0,38,26.50 an hour is how much a year,United States,1900,5
https://oysterlink.com/salary-calculator/120k-a-year-is-how-much-per-month/,0,225,1.88,0,37,120k a year is how much a month,United States,500,4
https://oysterlink.com/salary-calculator/68-an-hour-is-how-much-a-year/,0,223,,0,19,68 an hour is how much a year,United States,700,5
https://oysterlink.com/salary-calculator/3000-dollars-per-month/,6,222,0,0,55,3k a month is how much an hour,United States,250,5
https://oysterlink.com/salary-calculator/how-much-a-year-is-40-an-hour/,4.5,222,6.39,2,76,40 a hour is how much a year,United States,900,8
https://oysterlink.com/salary-calculator/how-much-is-46k-a-year-hourly/,0,220,375.78,0,49,how much is 46k a year hourly,United States,350,6
https://oysterlink.com/salary-calculator/how-much-a-week-is-100k-a-year/,0,219,0.01,0,47,100k a year is how much biweekly,United States,450,5
https://oysterlink.com/salary-calculator/30k-a-year-is-how-much-an-hour/,0,219,0.81,0,114,30 000 a year is how much an hour,United States,2200,7
https://oysterlink.com/salary-calculator/60000-dollar-a-year-how-much-hourly-daily-weekly-monthly/,0,219,64.81,0,84,60 000 a year is how much a month,United States,350,1
https://oysterlink.com/salary-calculator/66000-a-year-is-how-much-an-hour/,0,217,468.66,0,38,66k salary to hourly,United States,200,1
https://oysterlink.com/salary-calculator/48000-dollars-per-year/,0,216,0,0,51,48000 a year is how much an hour,United States,4200,4
https://oysterlink.com/salary-calculator/how-much-is-59k-a-year-hourly/,0,212,,0,21,59k a year is how much an hour,United States,700,6
https://oysterlink.com/salary-calculator/how-much-is-44k-a-year-hourly/,0,212,0.57,0,60,44k a year is how much an hour,United States,1400,7
https://oysterlink.com/salary-calculator/68000-dollars-per-year/,0,209,40.95,0,47,68000 a year is how much an hour,United States,2200,8
https://oysterlink.com/salary-calculator/50000-dollar-a-year-how-much-hourly-daily-weekly-monthly/,0,204,14.89,0,156,50k a month is how much a year,United States,400,7
https://oysterlink.com/salary-calculator/67-an-hour-is-how-much-a-year/,0,203,,0,22,67 an hour is how much a year,United States,500,5
https://oysterlink.com/salary-calculator/23-5-dollar-per-hour/,6,202,0,1,80,23.50 an hour is how much a year,United States,1800,5
https://oysterlink.com/salary-calculator/61000-a-year-is-how-much-an-hour/,0,200,,0,28,how much is 61000 a year per hour,United States,200,1
https://oysterlink.com/salary-calculator/115000-dollars-per-year/,0,199,,0,28,115 000 a year is how much an hour,United States,600,5
https://oysterlink.com/salary-calculator/45000-dollars-per-year/,0,198,0,0,90,45k a year is how much biweekly,United States,100,1
https://oysterlink.com/salary-calculator/78000-a-year-is-how-much-an-hour/,0,198,,0,40,78 000 a year is how much an hour,United States,600,7
https://oysterlink.com/salary-calculator/what-is-80k-a-year-hourly/,0,197,6.42,0,55,what is 80k a year hourly,United States,1800,12
https://oysterlink.com/salary-calculator/24-an-hour-is-how-much-biweekly/,0,197,0,0,73,how much is 24 an hour,United States,100,1
https://oysterlink.com/salary-calculator/72-an-hour-is-how-much-a-year/,0,197,,1,16,72 an hour is how much a year,United States,1000,5
https://oysterlink.com/spotlight/why-do-chefs-say-all-day/,4.5,194,4.93,0,74,what does all day mean in a kitchen,United States,3200,9
https://oysterlink.com/salary-calculator/83000-a-year-is-how-much-an-hour/,0,193,,0,18,83k a year is how much an hour,United States,600,6
https://oysterlink.com/salary-calculator/20-5-dollar-per-hour/,6,193,0,0,34,20.50 annual income,United States,100,1
https://oysterlink.com/salary-calculator/200k-salary-to-hourly/,0,193,0,0,40,how much is 200k a year hourly,United States,250,5
https://oysterlink.com/salary-calculator/how-much-is-73k-a-year-hourly/,0,193,9.61,0,30,73000 a year is how much an hour,United States,1400,7
https://oysterlink.com/salary-calculator/1400-a-week-is-how-much-a-year/,0,191,,0,6,1400 a week is how much a year,United States,450,1
https://oysterlink.com/salary-calculator/1k-a-week-is-how-much-a-year/,0,186,,0,19,1k a week is how much a year,United States,600,8
https://oysterlink.com/salary-calculator/47000-dollars-per-year/,0,182,16.4,0,45,47000 a year is how much an hour,United States,2700,6
https://oysterlink.com/salary-calculator/6000-dollars-per-month/,5,181,,0,28,6k a month is how much a year,United States,1000,8
https://oysterlink.com/spotlight/restaurant-michelin-stars-statistics/,7,179,0,4,35,how many 3 star michelin restaurants in the world,United States,1100,7
https://oysterlink.com/salary-calculator/28-5-dollar-per-hour/,6,179,0.02,0,35,28.50 an hour is how much a year,United States,1600,5
https://oysterlink.com/salary-calculator/15-5-dollar-per-hour/,5,179,0,0,54,15.50 an hour is how much a year,United States,1700,5
https://oysterlink.com/salary-calculator/64-an-hour-is-how-much-a-year/,0,179,0,0,17,64 an hour is how much a year,United States,450,4
https://oysterlink.com/salary-calculator/38k-salary-hourly/,0,177,82.57,0,76,38k salary hourly,United States,100,5
https://oysterlink.com/salary-calculator/55k-a-year-is-how-much-a-month/,0,176,0.01,0,61,55k a year is how much a month,United States,600,7
https://oysterlink.com/salary-calculator/what-is-56000-a-year-hourly/,0,176,0,0,50,56000 a year is how much an hour,United States,5500,7
https://oysterlink.com/salary-calculator/27-dollar-per-hour-salary-calculator/,0,174,0,0,98,27 an hour is how much biweekly,United States,200,4
https://oysterlink.com/salary-calculator/53000-dollars-per-year/,0,172,8241.61,0,36,53000 a year is how much an hour,United States,3300,5
